Name,Gender,Date_of_Birth,Domicile_State,Reservation_Category,10th_Marks,12th_Marks,Exam_Marks,Home_Guard_Status,Marital_Status,FIR_Registered
Student_20218,Female,2003-11-23,State_B,General,13.52,13.27,13.73,No,Married,Yes
Student_20219,Male,2003-11-23,State_B,General,8.87,10.34,8.38,No,Single,No
Student_20220,Male,2003-11-23,State_A,SC,8.0,8.1,6.22,Yes,Single,No
Student_20221,Male,2003-11-24,State_B,OBC,15.76,13.13,14.62,No,Single,Yes
Student_20222,Female,2003-11-24,State_A,General,10.56,7.57,7.79,No,Single,No
Student_20223,Female,2003-11-24,State_A,OBC,14.43,13.26,9.38,No,Single,No
Student_20224,Female,2003-11-24,State_D,OBC,10.62,11.45,12.3,No,Married,No
Student_20225,Male,2003-11-24,State_D,OBC,5.58,3.99,3.17,Yes,Single,No
Student_20226,Female,2003-11-24,State_C,ST,20.0,20.0,20.0,No,Married,No
Student_20227,Male,2003-11-25,State_B,SC,8.58,11.29,10.36,No,Single,No
Student_20228,Male,2003-11-25,State_A,SC,11.62,11.1,14.86,Yes,Single,No
Student_20229,Female,2003-11-25,State_C,General,11.34,9.44,6.76,No,Married,No
Student_20230,Female,2003-11-25,State_A,ST,12.05,13.86,14.3,No,Single,No
Student_20231,Female,2003-11-25,State_A,General,14.44,11.77,11.84,No,Single,No
Student_20232,Female,2003-11-25,State_B,OBC,7.98,9.27,11.02,No,Married,No
Student_20233,Male,2003-11-26,State_C,General,14.14,11.13,10.83,No,Single,No
Student_20234,Male,2003-11-26,State_C,OBC,7.58,10.1,11.82,No,Single,No
Student_20235,Female,2003-11-26,State_D,ST,12.92,14.22,12.36,No,Single,No
Student_20236,Male,2003-11-26,State_B,General,6.52,10.84,10.8,Yes,Single,No
Student_20237,Female,2003-11-26,State_A,General,12.98,13.48,15.06,Yes,Single,No
Student_20238,Female,2003-11-26,State_A,General,14.74,17.25,18.11,No,Single,No
Student_20239,Female,2003-11-26,State_D,General,8.17,9.11,7.08,No,Single,No
Student_20240,Male,2003-11-27,State_A,SC,12.68,16.14,14.96,No,Single,No
Student_20241,Male,2003-11-27,State_D,SC,5.63,5.67,2.76,No,Married,No
Student_20242,Male,2003-11-27,State_A,SC,12.6,14.06,16.49,No,Single,Yes
Student_20243,Female,2003-11-27,State_D,General,15.88,16.16,18.22,No,Divorced,No
Student_20244,Male,2003-11-27,State_D,OBC,11.66,11.94,14.44,No,Single,No
Student_20245,Female,2003-11-27,State_C,OBC,13.98,14.69,15.78,No,Single,No
Student_20246,Male,2003-11-28,State_B,OBC,10.86,13.31,14.03,No,Single,No
Student_20247,Female,2003-11-28,State_D,OBC,9.1,8.96,9.86,No,Married,No
Student_20248,Female,2003-11-28,State_B,OBC,10.54,12.27,11.81,No,Single,No
Student_20249,Male,2003-11-28,State_D,General,11.79,9.87,8.32,No,Single,No
Student_20250,Male,2003-11-28,State_D,ST,14.9,15.18,13.18,No,Single,No
Student_20251,Male,2003-11-28,State_C,OBC,5.13,5.24,2.47,Yes,Single,No
Student_20252,Female,2003-11-29,State_D,SC,9.0,8.22,8.47,Yes,Married,Yes
Student_20253,Female,2003-11-29,State_B,General,8.73,10.3,11.36,No,Single,No
Student_20254,Male,2003-11-29,State_A,OBC,10.1,7.7,8.69,Yes,Single,No
Student_20255,Male,2003-11-29,State_A,General,9.74,9.35,9.38,No,Single,No
Student_20256,Male,2003-11-29,State_A,SC,13.03,12.2,12.42,Yes,Single,No
Student_20257,Female,2003-11-29,State_A,OBC,16.64,13.17,16.24,No,Single,No
Student_20258,Male,2003-11-30,State_C,General,6.34,8.92,9.82,No,Married,No
Student_20259,Female,2003-11-30,State_D,OBC,14.65,14.68,16.73,Yes,Single,No
Student_20260,Female,2003-11-30,State_B,OBC,14.37,16.26,10.32,No,Married,No
Student_20261,Female,2003-11-30,State_C,SC,11.64,12.81,10.55,No,Married,No
Student_20262,Female,2003-11-30,State_C,General,16.03,12.91,15.43,No,Divorced,No
Student_20263,Male,2003-11-30,State_A,General,4.89,1.95,2.33,No,Single,No
Student_20264,Female,2003-11-30,State_A,General,12.27,11.26,9.71,No,Divorced,No
Student_20265,Female,2003-12-01,State_B,General,17.29,13.23,14.76,No,Married,No
Student_20266,Female,2003-12-01,State_A,General,13.38,12.48,11.28,Yes,Single,No
Student_20267,Male,2003-12-01,State_B,General,2.27,2.79,2.14,Yes,Divorced,No
Student_20268,Male,2003-12-01,State_C,General,13.05,15.92,18.38,No,Married,No
Student_20269,Female,2003-12-01,State_A,General,11.25,11.44,13.84,No,Single,No
Student_20270,Female,2003-12-01,State_C,OBC,6.9,7.83,3.22,No,Single,No
Student_20271,Female,2003-12-02,State_A,General,9.97,10.31,8.17,No,Single,No
Student_20272,Female,2003-12-02,State_C,ST,8.83,10.18,8.99,No,Single,No
Student_20273,Male,2003-12-02,State_D,General,16.15,13.87,15.47,No,Single,No
Student_20274,Female,2003-12-02,State_D,OBC,13.33,9.87,10.81,No,Single,No
Student_20275,Male,2003-12-02,State_B,General,10.61,9.78,10.14,No,Single,No
Student_20276,Male,2003-12-02,State_D,General,14.23,13.67,13.67,No,Single,No
Student_20277,Male,2003-12-03,State_A,General,12.65,16.26,17.04,No,Single,No
Student_20278,Male,2003-12-03,State_C,OBC,8.9,8.83,8.47,No,Single,No
Student_20279,Male,2003-12-03,State_D,ST,7.13,6.4,3.59,No,Single,No
Student_20280,Female,2003-12-03,State_B,General,13.86,15.26,14.03,No,Single,Yes
Student_20281,Male,2003-12-03,State_A,SC,7.54,6.06,4.67,No,Married,No
Student_20282,Female,2003-12-03,State_C,General,15.1,13.17,14.59,Yes,Single,No
Student_20283,Female,2003-12-04,State_C,General,12.4,11.69,9.9,No,Single,No
Student_20284,Male,2003-12-04,State_A,OBC,13.76,11.51,8.43,No,Single,No
Student_20285,Female,2003-12-04,State_B,General,8.89,8.44,8.55,No,Single,No
Student_20286,Male,2003-12-04,State_D,ST,7.3,8.76,7.89,No,Single,No
Student_20287,Male,2003-12-04,State_B,OBC,9.93,7.55,8.31,No,Married,No
Student_20288,Male,2003-12-04,State_D,OBC,12.92,9.26,7.7,No,Single,No
Student_20289,Female,2003-12-05,State_C,General,7.29,4.67,0.07,No,Married,No
Student_20290,Male,2003-12-05,State_A,OBC,8.12,4.6,3.33,No,Single,No
Student_20291,Female,2003-12-05,State_C,General,7.08,6.06,5.62,Yes,Divorced,No
Student_20292,Male,2003-12-05,State_B,OBC,14.98,13.2,9.61,Yes,Married,No
Student_20293,Female,2003-12-05,State_D,OBC,13.61,15.33,16.89,Yes,Single,No
Student_20294,Female,2003-12-05,State_A,General,12.32,11.0,9.82,No,Single,No
Student_20295,Female,2003-12-05,State_A,OBC,13.55,11.45,12.7,Yes,Married,No
Student_20296,Female,2003-12-06,State_A,SC,11.5,9.97,8.67,No,Single,Yes
Student_20297,Female,2003-12-06,State_C,General,12.74,11.51,10.99,No,Married,No
Student_20298,Female,2003-12-06,State_D,General,9.94,7.33,4.36,No,Married,No
Student_20299,Male,2003-12-06,State_C,General,10.6,8.08,6.68,No,Single,No
Student_20300,Female,2003-12-06,State_B,General,9.68,8.63,8.13,No,Single,Yes
Student_20301,Male,2003-12-06,State_D,General,7.79,10.37,7.88,Yes,Single,No
Student_20302,Other,2003-12-07,State_A,SC,11.65,9.47,11.77,No,Single,No
Student_20303,Female,2003-12-07,State_D,General,10.61,10.08,8.34,No,Married,No
Student_20304,Male,2003-12-07,State_D,General,11.02,13.99,13.29,No,Single,No
Student_20305,Male,2003-12-07,State_A,OBC,9.79,6.69,7.6,No,Single,No
Student_20306,Female,2003-12-07,State_C,ST,8.73,10.62,6.77,No,Single,No
Student_20307,Male,2003-12-07,State_C,ST,4.34,5.76,0.89,Yes,Single,No
Student_20308,Male,2003-12-08,State_A,OBC,8.77,10.61,9.82,No,Single,No
Student_20309,Female,2003-12-08,State_A,General,9.76,8.7,10.32,No,Married,Yes
Student_20310,Other,2003-12-08,State_B,General,12.04,10.63,10.81,No,Married,No
Student_20311,Male,2003-12-08,State_C,SC,10.51,9.68,9.16,No,Married,No
Student_20312,Female,2003-12-08,State_D,General,7.28,6.03,2.6,No,Married,No
Student_20313,Male,2003-12-08,State_C,General,13.35,14.26,16.36,No,Single,No
Student_20314,Male,2003-12-09,State_C,General,12.76,15.94,15.33,No,Married,No
Student_20315,Female,2003-12-09,State_C,General,9.39,6.56,6.05,No,Married,No
Student_20316,Male,2003-12-09,State_C,General,9.59,13.05,13.88,No,Single,No
Student_20317,Male,2003-12-09,State_C,General,13.6,14.38,18.32,No,Single,No
Student_20318,Female,2003-12-09,State_D,General,12.52,10.59,11.76,No,Single,No
Student_20319,Female,2003-12-09,State_D,General,14.17,15.86,13.63,No,Single,No
Student_20320,Female,2003-12-09,State_C,General,11.11,10.99,7.67,Yes,Single,No
Student_20321,Male,2003-12-10,State_B,General,8.53,8.15,6.29,No,Divorced,No
Student_20322,Female,2003-12-10,State_D,SC,15.05,14.63,15.75,Yes,Single,No
Student_20323,Female,2003-12-10,State_B,SC,10.86,11.04,13.18,Yes,Single,No
Student_20324,Female,2003-12-10,State_C,OBC,9.34,4.99,4.98,No,Married,No
Student_20325,Male,2003-12-10,State_B,General,11.12,12.54,14.93,Yes,Single,No
Student_20326,Male,2003-12-10,State_A,OBC,13.01,13.27,10.72,No,Single,Yes
Student_20327,Male,2003-12-11,State_A,SC,13.97,14.05,14.72,No,Single,No
Student_20328,Female,2003-12-11,State_C,General,7.92,10.07,6.59,Yes,Divorced,No
Student_20329,Male,2003-12-11,State_C,OBC,1.85,0.0,0.0,No,Single,No
Student_20330,Male,2003-12-11,State_B,OBC,9.72,11.36,11.88,No,Single,No
Student_20331,Female,2003-12-11,State_C,General,8.58,6.48,5.06,Yes,Single,No
Student_20332,Female,2003-12-11,State_C,SC,11.2,11.09,10.49,No,Single,No
Student_20333,Male,2003-12-12,State_A,OBC,8.15,7.35,3.73,No,Single,No
Student_20334,Female,2003-12-12,State_B,General,13.53,16.29,18.04,No,Single,No
Student_20335,Male,2003-12-12,State_D,General,10.45,9.3,9.8,No,Single,No
Student_20336,Female,2003-12-12,State_D,General,13.34,10.45,9.13,No,Single,No
Student_20337,Female,2003-12-12,State_D,OBC,8.96,10.15,12.02,Yes,Single,No
Student_20338,Female,2003-12-12,State_B,OBC,7.94,9.92,8.35,No,Married,No
Student_20339,Female,2003-12-13,State_C,OBC,6.39,6.47,6.61,No,Single,No
Student_20340,Male,2003-12-13,State_C,General,11.01,11.56,9.37,Yes,Single,No
Student_20341,Female,2003-12-13,State_A,OBC,9.99,10.98,11.96,No,Single,No
Student_20342,Male,2003-12-13,State_C,General,11.26,7.55,8.01,No,Married,No
Student_20343,Male,2003-12-13,State_A,General,11.87,10.43,12.49,No,Single,No
Student_20344,Male,2003-12-13,State_D,OBC,11.71,6.89,7.58,No,Single,No
Student_20345,Female,2003-12-14,State_D,OBC,14.28,14.43,13.07,No,Single,No
Student_20346,Female,2003-12-14,State_C,OBC,5.01,4.03,5.11,No,Single,No
Student_20347,Male,2003-12-14,State_B,General,13.87,11.57,12.94,No,Single,No
Student_20348,Female,2003-12-14,State_B,General,10.74,13.14,14.62,No,Single,No
Student_20349,Male,2003-12-14,State_A,ST,9.46,13.9,12.45,No,Single,No
Student_20350,Female,2003-12-14,State_D,OBC,9.02,7.02,3.23,No,Single,No
Student_20351,Female,2003-12-14,State_D,OBC,13.24,11.07,11.31,No,Single,No
Student_20352,Male,2003-12-15,State_B,ST,5.97,5.28,1.39,No,Married,No
Student_20353,Female,2003-12-15,State_A,ST,7.56,7.82,7.57,Yes,Single,No
Student_20354,Female,2003-12-15,State_B,General,6.31,6.64,6.35,No,Married,No
Student_20355,Female,2003-12-15,State_D,General,13.01,15.58,16.59,No,Single,Yes
Student_20356,Male,2003-12-15,State_B,OBC,7.21,2.27,4.43,No,Single,Yes
Student_20357,Male,2003-12-15,State_D,SC,8.9,8.38,4.66,No,Single,No
Student_20358,Male,2003-12-16,State_D,OBC,9.69,11.44,12.1,No,Single,No
Student_20359,Other,2003-12-16,State_A,ST,12.58,11.58,12.89,No,Single,No
Student_20360,Female,2003-12-16,State_C,OBC,12.2,13.15,10.03,No,Single,No
Student_20361,Female,2003-12-16,State_A,General,9.08,8.79,8.99,No,Married,No
Student_20362,Female,2003-12-16,State_C,OBC,7.0,6.02,8.74,No,Married,No
Student_20363,Male,2003-12-16,State_D,ST,14.05,11.54,9.45,No,Single,No
Student_20364,Male,2003-12-17,State_A,General,7.14,5.66,4.62,No,Single,Yes
Student_20365,Male,2003-12-17,State_A,ST,10.15,10.51,10.0,No,Single,No
Student_20366,Female,2003-12-17,State_A,General,11.08,9.72,8.98,No,Married,No
Student_20367,Male,2003-12-17,State_B,ST,7.69,7.8,10.07,No,Single,No
Student_20368,Female,2003-12-17,State_D,OBC,11.7,11.48,16.27,No,Single,No
Student_20369,Female,2003-12-17,State_A,General,7.13,4.56,4.69,No,Married,No
Student_20370,Male,2003-12-18,State_C,ST,11.01,12.43,12.07,No,Married,No
Student_20371,Male,2003-12-18,State_B,General,12.17,13.69,13.17,No,Single,No
Student_20372,Female,2003-12-18,State_B,SC,18.79,20.0,20.0,No,Single,No
Student_20373,Male,2003-12-18,State_D,OBC,9.97,9.0,9.65,No,Divorced,No
Student_20374,Female,2003-12-18,State_B,General,8.61,11.74,11.01,No,Single,No
Student_20375,Female,2003-12-18,State_A,OBC,13.16,15.8,16.46,Yes,Single,No
Student_20376,Female,2003-12-18,State_D,SC,7.6,9.16,5.24,Yes,Single,No
Student_20377,Male,2003-12-19,State_D,General,13.05,14.85,13.86,No,Married,No
Student_20378,Male,2003-12-19,State_A,General,9.47,10.46,10.83,No,Married,No
Student_20379,Female,2003-12-19,State_D,General,13.39,11.42,13.54,No,Single,No
Student_20380,Male,2003-12-19,State_B,SC,7.85,4.96,8.76,Yes,Single,No
Student_20381,Female,2003-12-19,State_D,ST,6.06,7.17,5.44,No,Single,No
Student_20382,Female,2003-12-19,State_D,ST,11.61,7.86,9.06,No,Single,No
Student_20383,Female,2003-12-20,State_B,General,8.27,9.27,8.58,No,Single,No
Student_20384,Male,2003-12-20,State_B,OBC,7.86,6.87,9.71,No,Single,No
Student_20385,Male,2003-12-20,State_B,ST,14.36,11.65,12.46,Yes,Single,No
Student_20386,Male,2003-12-20,State_A,General,1.21,0.0,0.0,No,Married,No
Student_20387,Female,2003-12-20,State_B,SC,11.86,12.54,11.4,No,Single,No
Student_20388,Male,2003-12-20,State_D,OBC,8.53,6.65,3.9,No,Single,Yes
Student_20389,Female,2003-12-21,State_A,General,12.25,13.69,13.79,No,Single,No
Student_20390,Female,2003-12-21,State_C,SC,10.05,8.15,8.43,No,Single,No
Student_20391,Female,2003-12-21,State_C,General,7.11,4.77,3.8,No,Single,No
Student_20392,Female,2003-12-21,State_C,General,4.1,2.31,0.0,No,Single,No
Student_20393,Male,2003-12-21,State_A,OBC,9.09,10.26,12.66,No,Single,Yes
Student_20394,Female,2003-12-21,State_B,General,10.98,13.44,13.33,Yes,Married,No
Student_20395,Male,2003-12-22,State_B,General,7.46,5.8,5.97,No,Single,Yes
Student_20396,Male,2003-12-22,State_D,OBC,9.86,9.69,8.32,No,Married,No
Student_20397,Male,2003-12-22,State_A,General,8.91,8.71,8.72,No,Single,No
Student_20398,Male,2003-12-22,State_A,ST,9.19,7.24,3.97,No,Single,No
Student_20399,Male,2003-12-22,State_B,ST,10.69,9.19,8.3,No,Divorced,No
Student_20400,Male,2003-12-22,State_C,OBC,10.47,6.27,7.15,No,Single,No
Student_20401,Male,2003-12-23,State_A,SC,4.94,1.27,1.81,No,Single,No
Student_20402,Male,2003-12-23,State_C,SC,9.62,8.52,8.94,Yes,Single,No
Student_20403,Male,2003-12-23,State_C,OBC,11.08,12.6,10.96,Yes,Single,No
Student_20404,Male,2003-12-23,State_B,SC,12.25,9.83,9.48,No,Single,No
Student_20405,Male,2003-12-23,State_A,SC,13.1,7.54,8.1,Yes,Single,No
Student_20406,Male,2003-12-23,State_A,ST,11.73,8.73,6.78,No,Married,No
Student_20407,Female,2003-12-23,State_D,General,11.92,10.56,9.03,No,Married,No
Student_20408,Male,2003-12-24,State_B,SC,16.98,20.0,20.0,No,Single,No
Student_20409,Female,2003-12-24,State_A,OBC,11.1,12.58,12.43,No,Married,No
Student_20410,Male,2003-12-24,State_C,General,12.16,15.02,15.98,No,Single,No
Student_20411,Female,2003-12-24,State_A,General,11.73,11.78,12.49,No,Single,Yes
Student_20412,Female,2003-12-24,State_D,SC,7.04,8.87,7.87,Yes,Single,No
Student_20413,Male,2003-12-24,State_C,OBC,6.61,5.48,1.89,No,Single,No
Student_20414,Male,2003-12-25,State_C,SC,13.88,15.46,16.36,No,Married,No
Student_20415,Male,2003-12-25,State_C,OBC,5.33,8.91,9.23,Yes,Married,No
Student_20416,Male,2003-12-25,State_A,General,5.56,4.11,2.44,No,Single,No
Student_20417,Male,2003-12-25,State_C,SC,12.89,14.56,11.26,Yes,Married,Yes
Student_20418,Female,2003-12-25,State_C,ST,9.35,12.06,14.38,No,Single,No
Student_20419,Female,2003-12-25,State_B,OBC,10.48,11.2,14.53,No,Married,No
Student_20420,Female,2003-12-26,State_A,OBC,9.58,9.74,5.59,No,Single,No
Student_20421,Male,2003-12-26,State_D,ST,15.9,13.71,14.07,Yes,Married,Yes
Student_20422,Female,2003-12-26,State_A,General,6.33,5.69,4.37,No,Married,No
Student_20423,Male,2003-12-26,State_A,OBC,7.32,8.14,9.13,No,Divorced,No
Student_20424,Female,2003-12-26,State_A,General,2.13,2.98,0.0,No,Single,No
Student_20425,Female,2003-12-26,State_A,ST,8.41,9.22,9.44,No,Single,No
Student_20426,Female,2003-12-27,State_C,General,8.19,7.28,4.79,No,Single,Yes
Student_20427,Male,2003-12-27,State_B,General,6.22,7.3,8.46,No,Divorced,No
Student_20428,Male,2003-12-27,State_D,General,8.34,13.01,13.9,No,Single,No
Student_20429,Male,2003-12-27,State_A,General,11.98,10.82,9.75,No,Married,No
Student_20430,Female,2003-12-27,State_A,SC,13.01,11.61,11.06,No,Married,No
Student_20431,Female,2003-12-27,State_B,OBC,8.39,7.82,5.07,No,Single,No
Student_20432,Male,2003-12-27,State_C,OBC,10.81,7.04,7.16,No,Single,No
Student_20433,Female,2003-12-28,State_D,ST,12.38,11.75,13.55,No,Single,No
Student_20434,Male,2003-12-28,State_B,General,7.4,8.24,6.86,Yes,Divorced,No
Student_20435,Male,2003-12-28,State_C,General,11.93,13.14,11.83,No,Single,No
Student_20436,Female,2003-12-28,State_D,OBC,6.95,9.79,9.88,No,Married,No
Student_20437,Female,2003-12-28,State_D,OBC,8.93,10.34,10.32,No,Single,No
Student_20438,Female,2003-12-28,State_A,General,13.6,12.64,8.23,No,Single,No
Student_20439,Female,2003-12-29,State_B,OBC,8.35,10.76,9.88,Yes,Single,No
Student_20440,Female,2003-12-29,State_A,General,13.94,12.51,15.16,Yes,Single,No
Student_20441,Female,2003-12-29,State_B,ST,6.65,6.64,5.53,No,Married,No
Student_20442,Female,2003-12-29,State_C,SC,8.94,9.17,7.43,No,Single,No
Student_20443,Female,2003-12-29,State_C,OBC,11.58,7.47,6.37,Yes,Single,No
Student_20444,Female,2003-12-29,State_D,OBC,6.18,6.79,4.01,No,Single,No
Student_20445,Female,2003-12-30,State_C,General,14.01,17.96,20.0,No,Single,No
Student_20446,Male,2003-12-30,State_B,SC,10.64,8.72,7.44,No,Single,No
Student_20447,Male,2003-12-30,State_B,General,13.44,14.54,12.39,No,Single,No
Student_20448,Female,2003-12-30,State_B,SC,14.52,15.96,14.11,No,Single,No
Student_20449,Female,2003-12-30,State_A,OBC,11.95,13.23,14.88,Yes,Single,No
Student_20450,Male,2003-12-30,State_C,OBC,9.73,9.19,6.91,No,Single,No
Student_20451,Male,2003-12-31,State_A,OBC,12.18,11.9,10.17,No,Single,No
Student_20452,Male,2003-12-31,State_A,SC,12.52,14.54,14.82,Yes,Single,No
Student_20453,Female,2003-12-31,State_A,OBC,10.71,10.75,10.23,No,Single,No
Student_20454,Female,2003-12-31,State_B,General,12.33,12.9,15.22,No,Single,No
Student_20455,Male,2003-12-31,State_D,General,9.27,9.47,9.3,Yes,Married,No
Student_20456,Male,2003-12-31,State_A,General,7.17,6.3,5.1,No,Single,No
Student_20457,Male,2004-01-01,State_B,General,7.5,5.88,2.25,No,Single,No
Student_20458,Male,2004-01-01,State_B,SC,7.01,7.8,5.32,No,Single,No
Student_20459,Male,2004-01-01,State_A,General,5.82,6.38,5.09,No,Single,No
Student_20460,Male,2004-01-01,State_B,OBC,14.4,13.22,9.61,No,Single,No
Student_20461,Male,2004-01-01,State_D,ST,12.48,12.36,13.7,No,Single,No
Student_20462,Female,2004-01-01,State_A,ST,10.48,10.3,11.7,Yes,Single,No
Student_20463,Female,2004-01-01,State_D,SC,4.35,6.26,5.69,No,Single,No
Student_20464,Female,2004-01-02,State_C,OBC,7.64,8.87,9.3,No,Married,No
Student_20465,Male,2004-01-02,State_D,OBC,8.17,5.66,4.4,No,Single,No
Student_20466,Female,2004-01-02,State_D,General,8.96,8.35,6.61,No,Married,No
Student_20467,Female,2004-01-02,State_C,General,7.3,7.31,6.53,Yes,Married,No
Student_20468,Male,2004-01-02,State_C,General,15.26,16.61,18.29,No,Single,No
Student_20469,Male,2004-01-02,State_B,OBC,11.89,11.13,9.16,No,Single,No
Student_20470,Male,2004-01-03,State_B,OBC,11.47,11.87,12.85,No,Single,No
Student_20471,Female,2004-01-03,State_C,General,2.93,5.31,5.63,No,Married,No
Student_20472,Female,2004-01-03,State_C,General,9.02,11.88,14.05,Yes,Single,No
Student_20473,Female,2004-01-03,State_A,SC,10.9,13.0,11.89,No,Single,No
Student_20474,Female,2004-01-03,State_A,General,9.23,11.71,11.57,No,Single,No
Student_20475,Male,2004-01-03,State_A,OBC,13.07,11.15,10.48,No,Single,No
Student_20476,Female,2004-01-04,State_A,General,11.92,8.26,5.94,Yes,Single,Yes
Student_20477,Male,2004-01-04,State_C,OBC,12.92,15.27,15.22,No,Single,No
Student_20478,Female,2004-01-04,State_B,OBC,10.35,12.06,10.98,No,Single,No
Student_20479,Female,2004-01-04,State_A,ST,9.57,7.28,5.41,Yes,Single,No
Student_20480,Female,2004-01-04,State_C,General,13.82,14.95,14.45,No,Single,No
Student_20481,Male,2004-01-04,State_D,SC,5.72,5.28,6.22,No,Single,No
Student_20482,Male,2004-01-05,State_B,SC,10.3,8.3,6.79,No,Married,No
Student_20483,Male,2004-01-05,State_B,General,14.76,13.0,9.06,No,Single,No
Student_20484,Female,2004-01-05,State_B,OBC,8.93,7.77,7.38,Yes,Single,No
Student_20485,Male,2004-01-05,State_D,SC,7.85,10.65,9.35,No,Married,No
Student_20486,Male,2004-01-05,State_B,SC,14.24,15.07,16.66,Yes,Single,No
Student_20487,Female,2004-01-05,State_B,OBC,11.42,12.18,15.36,No,Single,No
Student_20488,Female,2004-01-05,State_B,OBC,15.85,17.07,16.41,No,Married,No
Student_20489,Female,2004-01-06,State_A,OBC,5.78,7.9,4.68,No,Single,Yes
Student_20490,Male,2004-01-06,State_C,General,10.24,9.99,11.83,No,Single,No
Student_20491,Male,2004-01-06,State_D,SC,8.63,10.4,9.1,Yes,Single,No
Student_20492,Female,2004-01-06,State_C,General,14.0,13.34,16.55,No,Single,No
Student_20493,Female,2004-01-06,State_B,ST,11.98,12.74,9.39,Yes,Married,No
Student_20494,Male,2004-01-06,State_C,SC,15.67,16.97,20.0,No,Single,No
Student_20495,Female,2004-01-07,State_C,SC,13.53,10.65,11.43,No,Single,No
Student_20496,Male,2004-01-07,State_A,SC,15.51,12.96,14.51,No,Single,Yes
Student_20497,Female,2004-01-07,State_D,General,4.85,8.55,6.52,No,Divorced,No
Student_20498,Male,2004-01-07,State_D,General,12.06,11.5,13.23,Yes,Single,No
Student_20499,Female,2004-01-07,State_A,General,13.91,15.3,13.78,No,Single,No
Student_20500,Male,2004-01-07,State_A,General,9.41,9.07,9.52,No,Single,No
Student_20501,Female,2004-01-08,State_B,General,9.23,11.32,14.49,No,Single,No
Student_20502,Male,2004-01-08,State_D,General,6.62,5.6,6.45,No,Single,No
Student_20503,Female,2004-01-08,State_B,OBC,10.66,13.38,14.2,No,Married,No
Student_20504,Female,2004-01-08,State_B,General,10.26,9.95,13.22,No,Married,No
Student_20505,Male,2004-01-08,State_C,General,14.37,17.1,17.31,No,Married,No
Student_20506,Male,2004-01-08,State_A,General,5.16,4.84,6.32,No,Single,No
Student_20507,Female,2004-01-09,State_C,General,8.47,10.2,10.62,No,Married,Yes
Student_20508,Female,2004-01-09,State_C,SC,11.97,12.05,10.33,No,Married,No
Student_20509,Female,2004-01-09,State_B,SC,9.28,7.99,7.79,No,Single,No
Student_20510,Other,2004-01-09,State_D,OBC,13.27,13.78,14.63,No,Single,No
Student_20511,Female,2004-01-09,State_B,SC,11.52,8.42,11.12,No,Married,No
Student_20512,Female,2004-01-09,State_C,SC,10.28,8.46,7.26,No,Married,No
Student_20513,Male,2004-01-10,State_D,General,10.37,7.06,8.74,No,Single,No
Student_20514,Female,2004-01-10,State_B,SC,13.12,9.03,10.87,No,Single,No
Student_20515,Female,2004-01-10,State_D,OBC,8.25,9.0,7.45,No,Single,No
Student_20516,Male,2004-01-10,State_D,OBC,13.7,10.85,13.1,Yes,Single,No
Student_20517,Female,2004-01-10,State_A,ST,8.44,8.77,7.98,Yes,Single,No
Student_20518,Female,2004-01-10,State_A,ST,9.34,11.55,12.2,No,Married,No
Student_20519,Male,2004-01-10,State_A,General,16.58,11.94,10.32,Yes,Married,No
Student_20520,Female,2004-01-11,State_D,General,11.44,15.69,16.12,No,Married,No
Student_20521,Female,2004-01-11,State_D,General,5.54,3.9,6.27,No,Single,No
Student_20522,Male,2004-01-11,State_C,OBC,9.36,10.9,9.04,Yes,Single,Yes
Student_20523,Female,2004-01-11,State_D,General,8.25,5.31,4.7,No,Single,No
Student_20524,Male,2004-01-11,State_D,General,13.27,10.36,11.68,No,Single,No
Student_20525,Female,2004-01-11,State_D,General,7.92,7.94,9.09,No,Single,No
Student_20526,Male,2004-01-12,State_B,OBC,11.17,7.58,5.67,No,Single,No
Student_20527,Male,2004-01-12,State_D,General,7.85,8.06,4.25,No,Single,No
Student_20528,Female,2004-01-12,State_D,General,9.45,5.81,7.59,No,Single,No
Student_20529,Female,2004-01-12,State_B,General,14.01,15.13,18.3,No,Single,No
Student_20530,Female,2004-01-12,State_D,SC,6.16,5.31,3.77,No,Single,No
Student_20531,Female,2004-01-12,State_C,General,10.06,8.97,10.47,No,Single,No
Student_20532,Male,2004-01-13,State_D,SC,12.73,13.8,11.22,No,Single,Yes
Student_20533,Male,2004-01-13,State_C,General,2.42,5.25,4.39,Yes,Single,No
Student_20534,Female,2004-01-13,State_B,ST,4.0,3.16,0.0,No,Single,No
Student_20535,Male,2004-01-13,State_C,ST,14.28,15.03,16.67,No,Single,No
Student_20536,Male,2004-01-13,State_B,OBC,9.11,10.67,7.07,No,Single,No
Student_20537,Male,2004-01-13,State_B,OBC,11.1,9.91,9.63,No,Single,Yes
Student_20538,Female,2004-01-14,State_B,General,8.76,11.35,11.07,No,Single,Yes
Student_20539,Female,2004-01-14,State_D,SC,5.91,6.91,5.46,No,Single,No
Student_20540,Male,2004-01-14,State_A,General,10.42,11.06,13.26,No,Divorced,No
Student_20541,Female,2004-01-14,State_D,OBC,15.6,16.72,14.32,No,Single,No
Student_20542,Female,2004-01-14,State_D,OBC,12.56,11.01,11.7,No,Single,No
Student_20543,Male,2004-01-14,State_A,ST,11.25,10.1,12.81,No,Single,Yes
Student_20544,Male,2004-01-14,State_D,OBC,9.35,11.76,8.9,No,Divorced,No
